file,code,decision,category
CHC_Contraception_DMICP.tex,96Z..,,Other
CHC_Contraception_DMICP.tex,1564.,,Other
CHC_Contraception_DMICP.tex,9Nd2.,,Other
CHC_Contraception_DMICP.tex,61...,,Other
CHC_Contraception_DMICP.tex,2469.,,Other
CHC_Contraception_DMICP.tex,246A.,,Other
CHC_Contraception_DMICP.tex,22A..,,Other
CHC_Contraception_DMICP.tex,229..,,Other
CHC_Contraception_DMICP.tex,22K..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,6147.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,2469.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,96Z..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,246A.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,NEGATION-61J,NEGATION/QUERY,Ignored
CHC_Contraception_Quick_Check_DMICP.tex,115E.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,137R.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,DMS4871,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,C380.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,F26..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,B34..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,22A..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,229..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,22K..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,14A8.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,G4...,,Other
CHC_Contraception_Quick_Check_DMICP.tex,7A680,,Other
CHC_Contraception_Quick_Check_DMICP.tex,14740,,Other
CHC_Contraception_Quick_Check_DMICP.tex,F26y0,,Other
CHC_Contraception_Quick_Check_DMICP.tex,G65..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,N000.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,C3712,,Other
CHC_Contraception_Quick_Check_DMICP.tex,J64..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,D1113,,Other
CHC_Contraception_Quick_Check_DMICP.tex,L16E.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,14C5.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,621..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,F135z,,Other
CHC_Contraception_Quick_Check_DMICP.tex,M145.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,158..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,6144.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,DMS4831,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,8CEE.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,8B2L.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,EMISNQED6,APIMap,APIMap
CHC_Contraception_Quick_Check_DMICP.tex,EMISNQCO70,ManualMap,ManualMap
CHC_Contraception_Quick_Check_DMICP.tex,EMISNQTR23,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4845,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,8CAw.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,8CEG.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,8CAw2,,Other
CHC_Contraception_Quick_Check_DMICP.tex,679K2,,Other
CHC_Contraception_Quick_Check_DMICP.tex,8CEF.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,EMISNQFH12,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,C10..,,Other
CHC_Contraception_Quick_Check_DMICP.tex,G2...,,Other
CHC_Contraception_Quick_Check_DMICP.tex,12CQ.,,Other
CHC_Contraception_Quick_Check_DMICP.tex,83...,,Other
CHC_Contraception_Quick_Check_DMICP.tex,G8005,,Other
CHC_Contraception_Quick_Check_DMICP.tex,DMS4806,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4807,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4808,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4809,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4827,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4865,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4866,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4868,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4816,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4829,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4830,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4844,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4805,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4843,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,DMS4826,DMSCreate,DMSCreate
CHC_Contraception_Quick_Check_DMICP.tex,61...,,Other
COVID-19_Vaccination_DMICP.tex,^ESCT1299050,,Other
COVID-19_Vaccination_DMICP.tex,EMISNQVA14,DMSCreate,DMSCreate
COVID-19_Vaccination_DMICP.tex,^ESCT1423363,APIMap,APIMap
COVID-19_Vaccination_DMICP.tex,^ESCT1299089,,Other
COVID-19_Vaccination_DMICP.tex,^ESCT1299086,,Other
COVID-19_Vaccination_DMICP.tex,^ESCT1299092,,Other
COVID-19_Vaccination_DMICP.tex,^ESCT1299098,APIMap,APIMap
COVID-19_Vaccination_DMICP.tex,EMISNQAP22,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,9N6G.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,8V000,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,EMISNQNO116,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,8HE..,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,9N6E.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,EMISNQRE451,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,DMS4963,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,DMS4964,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,8CAb.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,EMISNQNA11,ManualMap,ManualMap
COVID_19_Coronavirus_DCBDF_DMICP.tex,8I59.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,65R..,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,8CAf.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,1652.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,1712.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,1739.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,PCS15090RE1,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,1....,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,TRIQQAD11,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,DMSD611,ManualMap,ManualMap
COVID_19_Coronavirus_DCBDF_DMICP.tex,DMSRC074,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,1D33.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,NEGATION-EMISCFE4,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_DCBDF_DMICP.tex,1Z2..,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,NEGATION-1712,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_DCBDF_DMICP.tex,1D32.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,173E.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,915J.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,9NfE.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,2127.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,NEGATION-1C9,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_DCBDF_DMICP.tex,841..,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,EMISNQCO303,ManualMap,ManualMap
COVID_19_Coronavirus_DCBDF_DMICP.tex,NEGATION-1682,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_DCBDF_DMICP.tex,EMISNQSU106,ManualMap,ManualMap
COVID_19_Coronavirus_DCBDF_DMICP.tex,918K0,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,173h.,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,NEGATION-N2410-2,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_DCBDF_DMICP.tex,NEGATION-185,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_DCBDF_DMICP.tex,2J7..,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,8I6D0,,Other
COVID_19_Coronavirus_DCBDF_DMICP.tex,TRISDIS25,DMSCreate,DMSCreate
COVID_19_Coronavirus_DCBDF_DMICP.tex,PCS15089CO13,Inactivate,Ignored
COVID_19_Coronavirus_DCBDF_DMICP.tex,DMS1031,DMSCreate,DMSCreate
COVID_19_Coronavirus_DMICP.tex,PCS15089CO11,DMSCreate,DMSCreate
COVID_19_Coronavirus_DMICP.tex,EMISNQSU106,ManualMap,ManualMap
COVID_19_Coronavirus_DMICP.tex,^ESCT1299038,APIMap,APIMap
COVID_19_Coronavirus_DMICP.tex,65RZ.,,Other
COVID_19_Coronavirus_DMICP.tex,TRIQQAD10,DMSCreate,DMSCreate
COVID_19_Coronavirus_DMICP.tex,TRIQQAD11,DMSCreate,DMSCreate
COVID_19_Coronavirus_DMICP.tex,PCS15089DM4,DMSCreate,DMSCreate
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,PCS15089CO14,Inactivate,Ignored
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,9N3A.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,ESCTCO15,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,9RN..,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQFI28,DMSCreate,DMSCreate
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQFO26,DMSCreate,DMSCreate
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQNO116,DMSCreate,DMSCreate
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQHI35,DMSCreate,DMSCreate
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,9NP1.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQRE451,DMSCreate,DMSCreate
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,9f0..,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQCH105,DMSCreate,DMSCreate
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,1Z2..,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,8CAq.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,9N4C.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,8CAf.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQFA40,APIMap,APIMap
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQPA75,APIMap,APIMap
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,1652.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,171B.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,1B45.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQPA74,APIMap,APIMap
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,1....,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,8CA1.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,DMSD611,ManualMap,ManualMap
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,8CAI.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,1D33.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,677B1,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,NEGATION-EMISCFE4,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,1D32.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,NEGATION-1712,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,8CA3.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,2127.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,173E.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,NEGATION-1C9,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQSU106,ManualMap,ManualMap
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,^ESCT1299104,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,NEGATION-1682,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQCO303,ManualMap,ManualMap
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,EMISNQAD18,DMSCreate,DMSCreate
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,173h.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,8CAb.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,NEGATION-N2410-2,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,67Iw.,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,NEGATION-185,NEGATION/QUERY,Ignored
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,8I6D0,,Other
COVID_19_Coronavirus_Remote_Triage_DMICP.tex,8CAZ1,,Other
COVID_19_Coronavirus_Testing_DMICP.tex,PCS15089CO12,DMSCreate,DMSCreate
COVID_19_Coronavirus_Testing_DMICP.tex,EMISNQTE31,DMSCreate,DMSCreate
COVID_19_Coronavirus_Testing_DMICP.tex,EMISNQCO303,ManualMap,ManualMap
COVID_19_Coronavirus_Testing_DMICP.tex,EMISNQEX59,DMSCreate,DMSCreate
COVID_19_Coronavirus_Testing_DMICP.tex,4IA2.,,Other
COVID_19_Coronavirus_Testing_DMICP.tex,^ESCT1303265,APIMap,APIMap
COVID_19_Coronavirus_Testing_DMICP.tex,^ESCT1303267,APIMap,APIMap
COVID_19_Coronavirus_Testing_DMICP.tex,9kD0.,,Other
COVID_19_Coronavirus_Testing_DMICP.tex,43hD.,,Other
COVID_19_Coronavirus_Testing_DMICP.tex,^ESCTAS387290,APIMap,APIMap
COVID_19_Coronavirus_Testing_DMICP.tex,^ESCT1300234,APIMap,APIMap
C_the_Signs_Trial_16701.tex,8Cx2.,,Other
C_the_Signs_Trial_16701.tex,EMISNQRE84,DMSCreate,DMSCreate
C_the_Signs_Trial_16701.tex,NEGATION-EMISNQRE84,NEGATION/QUERY,Ignored
C_the_Signs_Trial_16701.tex,677H.,,Other
C_the_Signs_Trial_16701.tex,NEGATION-677H.,NEGATION/QUERY,Ignored
C_the_Signs_Trial_16701.tex,1I2..,,Other
C_the_Signs_Trial_16701.tex,4131.,,Other
C_the_Signs_Trial_16701.tex,1O0..,,Other
C_the_Signs_Trial_16701.tex,EMISREQ|47K..,DMSCreate,DMSCreate
Cervical_Cytology_Administration_DMICP.tex,8H7N.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O88.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O8A.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O8B.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O8C.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O8b.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O8Q.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O8c.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O8d.,,Other
Cervical_Cytology_Administration_DMICP.tex,9O8e.,,Other
Cervical_Cytology_Administration_DMICP.tex,685K.,,Other
Cervical_Cytology_Administration_DMICP.tex,8I6K.,,Other
Cervical_Cytology_Administration_DMICP.tex,685L.,,Other
Cervical_Cytology_Administration_DMICP.tex,6857.,,Other
Cervical_Cytology_Administration_DMICP.tex,685A.,,Other
Cervical_Cytology_Administration_DMICP.tex,NEGATION-685A.,NEGATION/QUERY,Ignored
Cervical_Cytology_Administration_DMICP.tex,4K43.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K45.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K47.,,Other
Cervical_Cytology_Administration_DMICP.tex,EMISHGT60,DMSCreate,DMSCreate
Cervical_Cytology_Administration_DMICP.tex,EMISHGT61,DMSCreate,DMSCreate
Cervical_Cytology_Administration_DMICP.tex,4K22.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K29.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K23.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K28.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K24.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K25.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K26.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K27.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K21.,,Other
Cervical_Cytology_Administration_DMICP.tex,PCS15089CE1,DMSCreate,DMSCreate
Cervical_Cytology_Administration_DMICP.tex,4KA1.,,Other
Cervical_Cytology_Administration_DMICP.tex,4KA2.,,Other
Cervical_Cytology_Administration_DMICP.tex,4KA3.,,Other
Cervical_Cytology_Administration_DMICP.tex,4KA4.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K34.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K39.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K33.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K36.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K37.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K35.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K38.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K3A.,,Other
Cervical_Cytology_Administration_DMICP.tex,Ayu62,,Other
Cervical_Cytology_Administration_DMICP.tex,6859.,,Other
Cervical_Cytology_Administration_DMICP.tex,7E2A2,,Other
Cervical_Cytology_Administration_DMICP.tex,4K2B.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K2A.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K3E.,,Other
Cervical_Cytology_Administration_DMICP.tex,4K3D.,,Other
Cervical_Cytology_Administration_DMICP.tex,PCS15089HP1,DMSCreate,DMSCreate
Cervical_Cytology_Administration_DMICP.tex,PCS15089HP2,DMSCreate,DMSCreate
Cervical_Cytology_Administration_DMICP.tex,41C..,,Other
Cervical_Cytology_Procedure_DMICP.tex,1513.,,Other
Cervical_Cytology_Procedure_DMICP.tex,7E2A2,,Other
Cervical_Cytology_Procedure_DMICP.tex,7E2A3,,Other
Cervical_Cytology_Procedure_DMICP.tex,ZV254,,Other
Cervical_Cytology_Procedure_DMICP.tex,615E.,,Other
Cervical_Cytology_Procedure_DMICP.tex,ZV251,,Other
Cervical_Cytology_Procedure_DMICP.tex,ZV25E,,Other
Cervical_Cytology_Procedure_DMICP.tex,9Ndx.,,Other
Cervical_Cytology_Procedure_DMICP.tex,EMISHGT62,DMSCreate,DMSCreate
Cervical_Cytology_Procedure_DMICP.tex,EMISHGT63,DMSCreate,DMSCreate
Cervical_Cytology_Procedure_DMICP.tex,2696.,,Other
Cervical_Cytology_Procedure_DMICP.tex,9NP1.,,Other
Cervical_Cytology_Procedure_DMICP.tex,9NP2.,,Other
Cervical_Cytology_Procedure_DMICP.tex,9NP4.,,Other
Cervical_Cytology_Procedure_DMICP.tex,26A1.,,Other
Cervical_Cytology_Procedure_DMICP.tex,26A7.,,Other
Cervical_Cytology_Procedure_DMICP.tex,26A2.,,Other
Cervical_Cytology_Procedure_DMICP.tex,26A3.,,Other
Cervical_Cytology_Procedure_DMICP.tex,26A4.,,Other
Cervical_Cytology_Procedure_DMICP.tex,26A5.,,Other
Cervical_Cytology_Procedure_DMICP.tex,26A9.,,Other
Cervical_Cytology_Procedure_DMICP.tex,26A6.,,Other
Cervical_Cytology_Procedure_DMICP.tex,K587.,,Other
Cervical_Cytology_Procedure_DMICP.tex,F4E1.,,Other
Cervical_Cytology_Procedure_DMICP.tex,K4205,,Other
Cervical_Cytology_Procedure_DMICP.tex,2693.,,Other
Cervical_Cytology_Procedure_DMICP.tex,K4202,,Other
Cervical_Cytology_Procedure_DMICP.tex,K420B,,Other
Cervical_Cytology_Procedure_DMICP.tex,K4210,,Other
Cervical_Cytology_Procedure_DMICP.tex,2694.,,Other
Cervical_Cytology_Procedure_DMICP.tex,K4211,,Other
Cervical_Cytology_Procedure_DMICP.tex,K422.,,Other
Cervical_Cytology_Procedure_DMICP.tex,K423.,,Other
Cervical_Cytology_Procedure_DMICP.tex,K4204,,Other
Cervical_Cytology_Procedure_DMICP.tex,K420A,,Other
Cervical_Cytology_Procedure_DMICP.tex,685N.,,Other
Cervical_Cytology_Procedure_DMICP.tex,4JK9.,,Other
Cervical_Cytology_Procedure_DMICP.tex,68K7.,,Other
Cervical_Cytology_Procedure_DMICP.tex,8I3T.,,Other
Cervical_Cytology_Procedure_DMICP.tex,679K.,,Other
Cervical_Cytology_Procedure_DMICP.tex,67Ia.,,Other
Cervical_Cytology_Procedure_DMICP.tex,4JKB.,,Other
Cervical_Cytology_Procedure_DMICP.tex,4JK2.,,Other
Cervical_Cytology_Procedure_DMICP.tex,4JK3.,,Other
Cervical_Cytology_Procedure_DMICP.tex,K578.,,Other
Cervical_Cytology_Procedure_DMICP.tex,685A.,,Other
Champix_Appendix_9_DMICP.tex,DMS9655,DMSCreate,DMSCreate
Champix_Appendix_9_DMICP.tex,DMS9722,DMSCreate,DMSCreate
Champix_Appendix_9_DMICP.tex,DMS9715,DMSCreate,DMSCreate
Champix_Appendix_9_DMICP.tex,DMS9718,DMSCreate,DMSCreate
Champix_Appendix_9_DMICP.tex,DMS9651,DMSCreate,DMSCreate
Champix_Appendix_9_DMICP.tex,DMS9676,DMSCreate,DMSCreate
Champix_Appendix_9_DMICP.tex,DMSJPAML,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,ZV708,,Other
Child_Examination_DMICP.tex,647Q.,,Other
Child_Examination_DMICP.tex,647P.,,Other
Child_Examination_DMICP.tex,647O.,,Other
Child_Examination_DMICP.tex,647N.,,Other
Child_Examination_DMICP.tex,647M.,,Other
Child_Examination_DMICP.tex,647L.,,Other
Child_Examination_DMICP.tex,647K.,,Other
Child_Examination_DMICP.tex,647J.,,Other
Child_Examination_DMICP.tex,647I.,,Other
Child_Examination_DMICP.tex,647H.,,Other
Child_Examination_DMICP.tex,647G.,,Other
Child_Examination_DMICP.tex,6473.,,Other
Child_Examination_DMICP.tex,647E.,,Other
Child_Examination_DMICP.tex,647D.,,Other
Child_Examination_DMICP.tex,647C.,,Other
Child_Examination_DMICP.tex,647B.,,Other
Child_Examination_DMICP.tex,647A.,,Other
Child_Examination_DMICP.tex,6479.,,Other
Child_Examination_DMICP.tex,22A..,,Other
Child_Examination_DMICP.tex,636..,,Other
Child_Examination_DMICP.tex,229..,,Other
Child_Examination_DMICP.tex,638..,,Other
Child_Examination_DMICP.tex,648P.,,Other
Child_Examination_DMICP.tex,648O.,,Other
Child_Examination_DMICP.tex,648N.,,Other
Child_Examination_DMICP.tex,648M.,,Other
Child_Examination_DMICP.tex,648L.,,Other
Child_Examination_DMICP.tex,648K.,,Other
Child_Examination_DMICP.tex,648J.,,Other
Child_Examination_DMICP.tex,648I.,,Other
Child_Examination_DMICP.tex,648H.,,Other
Child_Examination_DMICP.tex,648G.,,Other
Child_Examination_DMICP.tex,648F.,,Other
Child_Examination_DMICP.tex,6483.,,Other
Child_Examination_DMICP.tex,648D.,,Other
Child_Examination_DMICP.tex,648C.,,Other
Child_Examination_DMICP.tex,648B.,,Other
Child_Examination_DMICP.tex,648A.,,Other
Child_Examination_DMICP.tex,648Q.,,Other
Child_Examination_DMICP.tex,6489.,,Other
Child_Examination_DMICP.tex,22N5.,,Other
Child_Examination_DMICP.tex,637..,,Other
Child_Examination_DMICP.tex,EMISHGT82,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,64L2.,,Other
Child_Examination_DMICP.tex,13WM.,,Other
Child_Examination_DMICP.tex,64L1.,,Other
Child_Examination_DMICP.tex,EMISHGT95,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EGTONRI5,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EGTONLE5,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EGTONBO3,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISHGT96,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISHGT97,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISHGT99,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,ZV7y3,,Other
Child_Examination_DMICP.tex,EMISNQCH180,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISNQCH181,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,2F13.,,Other
Child_Examination_DMICP.tex,M1180,,Other
Child_Examination_DMICP.tex,Q478.,,Other
Child_Examination_DMICP.tex,B76..,,Other
Child_Examination_DMICP.tex,PH312,,Other
Child_Examination_DMICP.tex,BBEL.,,Other
Child_Examination_DMICP.tex,EMISNQCH182,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISNQCH183,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,Q476.,,Other
Child_Examination_DMICP.tex,6354.,,Other
Child_Examination_DMICP.tex,6355.,,Other
Child_Examination_DMICP.tex,6358.,,Other
Child_Examination_DMICP.tex,6359.,,Other
Child_Examination_DMICP.tex,635A.,,Other
Child_Examination_DMICP.tex,635B.,,Other
Child_Examination_DMICP.tex,6352.,,Other
Child_Examination_DMICP.tex,6353.,,Other
Child_Examination_DMICP.tex,6356.,,Other
Child_Examination_DMICP.tex,6357.,,Other
Child_Examination_DMICP.tex,62P1.,,Other
Child_Examination_DMICP.tex,62P2.,,Other
Child_Examination_DMICP.tex,62P3.,,Other
Child_Examination_DMICP.tex,62PC.,,Other
Child_Examination_DMICP.tex,EMISNQCH176,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISNQCH177,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,PF01.,,Other
Child_Examination_DMICP.tex,PC5..,,Other
Child_Examination_DMICP.tex,NEGATION-PC5..,NEGATION/QUERY,Ignored
Child_Examination_DMICP.tex,EMISNQCH165,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISNQCH166,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISNQCH109,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISNQCH156,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISNQCH171,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,EMISNQCH172,DMSCreate,DMSCreate
Child_Examination_DMICP.tex,PE60.,,Other
Child_Examination_DMICP.tex,PF14.,,Other
Child_Examination_DMICP.tex,PF02.,,Other
Child_Examination_DMICP.tex,64A1.,,Other
Child_Examination_DMICP.tex,64C2.,,Other
Child_Examination_DMICP.tex,64C3.,,Other
